City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
111,pavlovka,52.6897,47.1405,15.68,82,81,4.71,RU,1689532044
112,shilin,24.8188,103.3324,14.83,86,13,1.75,CN,1689532045
113,kariba,-16.5167,28.8,17.16,63,0,0.88,ZW,1689532045
114,pisco,-13.7,-76.2167,21.03,68,100,4.12,PE,1689532046
115,east london,-33.0153,27.9116,12.52,87,0,2.06,ZA,1689531885
116,margate,51.3813,1.3862,18.82,61,100,3.58,GB,1689531994
117,hirara,24.8,125.2833,27.92,94,40,3.6,JP,1689532047
118,odiongan,12.4017,121.9919,27.06,85,100,9.28,PH,1689532048
119,bilibino,68.0546,166.4372,21.62,45,6,0.81,RU,1689532048
120,sitka,57.0531,-135.33,14.94,88,100,1.54,US,1689531835
121,saipan,15.1355,145.701,27.58,100,0,4.12,MP,1689532049
122,shiguai,40.7058,110.2856,19.84,31,0,1.76,CN,1689532050
123,lebu,-37.6167,-73.65,9.73,61,100,6.88,CL,1689532055
124,brookings,44.3114,-96.7984,23.43,59,0,6.17,US,1689532017
125,yeppoon,-23.1333,150.7333,15.88,86,65,5.87,AU,1689532056
126,fiambala,-27.6871,-67.6149,19.39,15,1,3.52,AR,1689532056
127,iskateley,67.6803,53.1512,17.63,81,66,4.02,RU,1689532057
128,qaqortoq,60.7167,-46.0333,5.95,95,100,2.47,GL,1689532057
129,baiao,-2.7906,-49.6717,35.51,33,28,2.5,BR,1689532058
130,puerto baquerizo moreno,-0.9,-89.6,28.55,70,40,6.17,EC,1689532058
131,revda,56.801,59.9303,12.25,97,94,1.96,RU,1689532058
132,florence,43.7667,11.25,33.94,49,0,4.63,IT,1689531878
133,broome,42.2506,-75.833,27.89,79,75,5.14,US,1689532059
134,bayanhongor,46.7167,100.1167,12.82,58,57,1.6,MN,1689532060
135,san pedro pochutla,15.7333,-96.4667,32.84,56,60,3.29,MX,1689532061
136,nuku'alofa,-21.1333,-175.2,20.19,73,20,4.12,TO,1689532062
137,callao,-12.0667,-77.15,23.16,64,100,4.63,PE,1689532063
138,kismayo,-0.3582,42.5454,25.08,79,57,7.64,SO,1689532063
139,vilyuchinsk,52.9306,158.4028,10.15,94,59,0.15,RU,1689532064
140,santa rosalia,27.3167,-112.2833,32.05,59,93,3.63,MX,1689532064
141,nova xavantina,-14.6667,-52.35,36.15,20,5,1.51,BR,1689532065
142,arno,60.1167,18.6333,17.66,61,30,4.54,SE,1689532066
143,tafuna,-14.3358,-170.72,26.97,89,75,6.17,AS,1689532066
144,kittila,67.6647,24.8936,18.08,59,0,4.12,FI,1689532066
145,port alfred,-33.5906,26.891,16.93,55,37,3.67,ZA,1689532067
146,polyarnyy,69.1989,33.4478,14.54,80,32,2.2,RU,1689532067
147,puerto aysen,-45.4,-72.7,3.66,80,79,0.77,CL,1689532068
148,mount gambier,-37.8333,140.7667,6.23,90,69,3.08,AU,1689531835
149,qarauyl,48.9451,79.255,21.42,38,2,2.11,KZ,1689532069
150,flying fish cove,-10.4217,105.6791,23.82,94,100,5.14,CX,1689532069
151,axim,4.8699,-2.2405,25.61,84,96,3.28,GH,1689532070
152,minas de marcona,-15.2119,-75.1103,18.33,55,11,4.81,PE,1689532070
153,champerico,14.3,-91.9167,34.3,64,100,3.36,GT,1689532070
154,enniskillen,54.3461,-7.6413,14.09,81,75,2.78,GB,1689532071
155,santa luzia,-19.7697,-43.8514,24.6,53,20,2.57,BR,1689532071
156,thunder bay,48.4001,-89.3168,15.99,82,100,5.14,CA,1689531829
157,kayyerkan,69.3786,87.7439,5.72,100,100,2.83,RU,1689532072
158,sirte,31.2089,16.5887,27.43,76,1,5.11,LY,1689532072
159,holualoa,19.6228,-155.9522,24.17,79,40,3.09,US,1689532073
160,jajpur,20.85,86.3333,27.84,79,95,3.67,IN,1689532073
161,hasaki,35.7333,140.8333,25.22,87,43,1.63,JP,1689532074
162,vanino,49.0869,140.2543,13.44,96,100,1.09,RU,1689532074
163,isoka,-10.1606,32.6335,14.08,60,0,0.59,ZM,1689532075
164,netanya,32.3329,34.8599,30.01,76,0,0.83,IL,1689531942
165,pishin,30.5803,66.9961,29.47,11,0,0.92,PK,1689532075
166,vorgashor,67.5833,63.95,14.75,86,98,1.37,RU,1689532076
167,bull savanna,17.8868,-77.5902,31.08,60,10,7.9,JM,1689532076
168,tolanaro,-25.0319,46.9987,22.04,68,20,8.23,MG,1689532077
169,novodvinsk,64.4165,40.8122,17.86,71,69,0.1,RU,1689532077
170,la passe,45.5549,-0.8967,21.68,58,3,4.49,FR,1689532078
171,ghadamis,30.1337,9.5007,37.71,7,0,4.33,LY,1689532078
172,vepagunta,17.7784,83.2158,28.83,74,75,4.12,IN,1689532079
173,nadi,-17.8,177.4167,19.0,88,20,2.06,FJ,1689532079
174,miri,4.4148,114.0089,26.08,94,40,1.03,MY,1689531839
175,heunghae,36.1125,129.3522,23.92,93,13,2.71,KR,1689532080
176,shihezi,44.3,86.0333,29.93,20,80,2.43,CN,1689532080
177,amga,60.8953,131.9608,10.08,98,97,0.67,RU,1689532081
178,tambopata,-12.7333,-69.1833,28.94,45,0,2.06,PE,1689532081
179,rumbek,6.802,29.6912,25.19,73,57,2.12,SS,1689532077
180,tura,25.5198,90.2201,24.73,90,100,2.15,IN,1689532082
181,manga,11.6636,-1.0731,31.97,48,43,3.06,BF,1689532083
182,akureyri,65.6835,-18.0878,7.96,81,75,6.17,IS,1689532084
183,flin flon,54.7682,-101.865,17.91,68,75,3.6,CA,1689532084
184,vedaraniyam,10.3667,79.85,28.68,81,99,7.41,IN,1689532084
185,cockburn town,21.4612,-71.1419,28.43,80,1,7.0,TC,1689532080
186,kongsberg,59.6652,9.6465,17.31,91,84,4.56,NO,1689532085
187,hithadhoo,-0.6,73.0833,27.69,74,5,0.82,MV,1689532086
188,taunggyi,20.7833,97.0333,18.42,94,100,0.9,MM,1689532087
189,marsabit,2.3284,37.9899,21.88,41,42,8.08,KE,1689532087
190,olonkinbyen,70.9221,-8.7187,4.23,96,100,9.83,SJ,1689532088
191,burabay,53.0838,70.3138,17.22,78,90,1.9,KZ,1689532088
192,angra do heroismo,38.65,-27.2167,24.51,66,75,1.34,PT,1689532088
193,nova sintra,14.8667,-24.7167,23.07,84,100,3.43,CV,1689532089
194,coleraine,55.1333,-6.6667,15.95,75,61,5.91,GB,1689532016
195,puerto santa,-8.9906,-78.6456,23.63,72,67,4.83,PE,1689532090
196,keflavik,64.0049,-22.5624,14.95,58,0,7.2,IS,1689532090
197,djambala,-2.5447,14.7533,29.06,37,90,1.86,CG,1689532091
198,kruisfontein,-34.0033,24.7314,13.69,56,86,1.76,ZA,1689532091
199,new norfolk,-42.7826,147.0587,12.73,68,41,5.12,AU,1689532092
200,udachny,66.4167,112.4,11.36,53,100,3.19,RU,1689531864
201,itamaraca,-7.7478,-34.8256,23.03,79,8,5.23,BR,1689532093
202,north bend,43.4065,-124.2243,22.92,77,40,7.72,US,1689532093
203,sarykemer,43.0,71.5,27.71,24,8,2.15,KZ,1689532094
204,klaksvik,62.2266,-6.589,9.51,89,100,10.18,FO,1689532095
205,khandud,36.9513,72.318,18.23,46,95,2.9,AF,1689532095
206,el nido,11.1858,119.3956,27.83,78,100,8.43,PH,1689532095
207,kerikeri,-35.2268,173.9474,9.95,90,41,4.0,NZ,1689532096
208,acapulco de juarez,16.8634,-99.8901,31.9,62,75,3.09,MX,1689531915
209,juan griego,11.0817,-63.9655,30.06,67,8,6.5,VE,1689532097
210,kastsyukowka,52.5387,30.9173,23.0,60,0,2.0,BY,1689532097
211,newman,37.3138,-121.0208,39.47,13,92,1.12,US,1689532098
212,kralendijk,12.15,-68.2667,31.99,66,40,10.29,BQ,1689532098
213,ciudad lazaro cardenas,17.9583,-102.2,31.58,65,65,1.84,MX,1689532099
214,haiku-pauwela,20.9219,-156.3051,26.01,64,40,5.14,US,1689532099
215,kosamba,21.4833,72.95,27.84,84,95,6.07,IN,1689532100
216,arkhara,49.4212,130.0842,14.5,94,96,0.96,RU,1689532100
217,riosucio,5.4216,-75.7032,24.45,66,60,0.5,CO,1689532100
218,rusape,-18.5278,32.1284,9.27,51,0,1.25,ZW,1689532101
219,marsh harbour,26.5412,-77.0636,30.1,70,100,5.34,BS,1689532101
220,touros,-5.1989,-35.4608,28.1,64,5,8.17,BR,1689532102
221,zabol,32.25,67.25,26.11,11,2,3.87,AF,1689532102
222,kiunga,-6.1219,141.2906,21.93,95,100,0.68,PG,1689532103
223,colares,38.7992,-9.4469,22.55,50,0,11.32,PT,1689532103
224,twante,16.7167,95.9333,26.07,89,100,2.43,MM,1689532104
225,xique xique,-10.8217,-42.7311,31.02,38,0,3.33,BR,1689532105
226,krasnyy chikoy,50.3643,108.7512,14.96,91,99,1.65,RU,1689532107
227,saltillo,25.4167,-101.0,29.68,20,0,4.12,MX,1689531645
228,tirumullaivasal,11.2333,79.8333,29.58,72,100,5.98,IN,1689532108
229,thal,35.4791,72.2439,19.38,90,77,0.38,PK,1689532108
230,burwell,53.293,0.0346,18.62,81,100,6.21,GB,1689532109
231,itoman,26.1247,127.6694,28.43,88,75,8.23,JP,1689532109
232,berezovo,63.9381,65.0419,17.54,51,43,2.81,RU,1689532109
233,rio blanco,18.8333,-97.15,23.7,79,23,3.32,MX,1689532110
234,sprimont,50.508,5.6599,22.44,45,100,4.6,BE,1689532110
235,djibouti,11.5,42.5,32.87,39,12,3.47,DJ,1689532111
236,qui nhon,13.7667,109.2333,28.14,70,100,4.92,VN,1689532112
237,cuyo,10.8525,121.0086,28.62,78,100,8.16,PH,1689532112
238,khandyga,62.6667,135.6,10.86,78,81,1.1,RU,1689532113
239,puerto gaitan,4.3133,-72.0816,30.33,64,59,1.24,CO,1689532113
240,atamyrat,37.8357,65.2106,32.34,12,0,6.91,TM,1689532114
241,port saint john's,-31.6229,29.5448,17.43,63,4,1.98,ZA,1689532114
242,port hedland,-20.3167,118.5667,15.03,41,0,3.6,AU,1689532115
243,puerto deseado,-47.7503,-65.8938,4.89,45,4,9.78,AR,1689532115
244,hamilton,39.1834,-84.5333,30.14,61,0,4.12,US,1689531512
245,la ronge,55.1001,-105.2842,18.12,55,20,3.09,CA,1689532116
246,urangan,-25.3,152.9,18.65,80,89,4.93,AU,1689532116
247,happy valley-goose bay,53.3168,-60.3315,27.17,50,75,4.12,CA,1689532117
248,midvagur,62.0511,-7.1939,9.46,81,100,7.72,FO,1689532117
249,bogale,16.2833,95.4,26.04,88,100,3.08,MM,1689532118
250,dudinka,69.4058,86.1778,5.9,81,99,3.12,RU,1689532118
251,villa emilio carranza,19.9667,-96.6,31.5,59,49,4.18,MX,1689532119
252,praia da vitoria,38.7333,-27.0667,24.31,73,75,5.63,PT,1689532119
253,shenjiamen,29.9576,122.298,25.82,94,100,4.74,CN,1689532120
254,chiungutwa,-10.8833,38.9833,22.32,57,83,2.36,TZ,1689532120
255,wuwei,37.9281,102.6414,22.94,29,81,1.15,CN,1689532121
256,ha'il,27.5219,41.6907,38.01,10,0,5.14,SA,1689532121
257,petropavlovka,50.6114,105.3196,17.19,85,99,1.21,RU,1689532122
258,krasnogorskoye,52.2953,86.1979,16.64,81,100,1.4,RU,1689532122
259,coquimbo,-29.9533,-71.3436,15.85,77,0,3.09,CL,1689531681
260,forster,-32.1667,152.5167,13.54,100,72,0.54,AU,1689532123
261,fallon,39.4735,-118.7774,37.73,17,75,0.0,US,1689532123
262,kodiak,57.79,-152.4072,12.73,82,75,2.57,US,1689532124
263,prien,30.1819,-93.2738,35.57,62,0,3.6,US,1689532124
264,griffith,41.5284,-87.4237,28.41,54,0,4.12,US,1689532116
265,quellon,-43.1167,-73.6167,7.14,70,40,2.57,CL,1689532125
266,pundong,-7.9522,110.3486,21.87,93,42,1.51,ID,1689532126
267,sisimiut,66.9395,-53.6735,7.09,90,100,2.51,GL,1689532126
268,ishigaki,24.3448,124.1572,27.07,94,75,2.06,JP,1689532126
269,greenville,35.6127,-77.3663,32.29,73,75,4.63,US,1689531927
270,fortuna,40.5982,-124.1573,15.37,96,100,4.63,US,1689532127
271,ust-tsilma,65.441,52.1498,18.89,74,84,1.78,RU,1689532128
272,yaren,-0.5472,166.916,28.52,74,66,4.62,NR,1689532130
273,kulhudhuffushi,6.6221,73.07,28.02,79,85,6.73,MV,1689532131
274,phongsali,21.6833,102.1058,17.64,82,97,0.23,LA,1689532131
275,sirvintos,55.05,24.95,24.35,63,79,4.56,LT,1689532131
276,cidreira,-30.1811,-50.2056,14.86,67,28,5.71,BR,1689532132
277,oberwart,47.2897,16.206,24.36,73,78,1.7,AT,1689532132
278,katsuren-haebaru,26.3369,127.8719,28.43,88,75,7.72,JP,1689532133
279,vernon,50.2581,-119.2691,32.56,22,0,1.54,CA,1689531759
280,mokhsogollokh,61.4681,128.9203,6.85,85,52,0.8,RU,1689532134
281,mahriz,31.5917,54.4318,34.28,11,0,3.81,IR,1689532134
282,marquette,46.5333,-87.6335,21.81,64,84,2.24,US,1689532135
283,abou el hassan,36.4166,1.1962,40.69,60,41,6.03,DZ,1689532135
284,tazovsky,67.4667,78.7,6.66,65,5,3.12,RU,1689532135
285,atherton,53.5237,-2.4935,18.27,64,60,2.68,GB,1689532136
286,eseka,3.65,10.7667,23.76,99,35,1.49,CM,1689532136
287,pingzhuang,42.0372,119.2889,20.05,70,0,0.95,CN,1689532137
288,kapuskasing,49.4169,-82.4331,24.05,43,75,3.6,CA,1689532082
289,parnu,58.3859,24.4971,19.05,100,100,1.54,EE,1689532138
290,paracatu,-17.2222,-46.8747,29.59,34,45,2.18,BR,1689532138
291,port blair,11.6667,92.75,28.02,83,75,6.17,IN,1689532138
292,jipijapa,-1.3333,-80.5833,28.72,78,100,2.38,EC,1689532139
293,decize,46.8285,3.4619,22.82,49,53,1.27,FR,1689532139
294,port moresby,-9.4431,147.1797,21.68,94,20,2.57,PG,1689532140
295,alpena,45.0617,-83.4327,25.18,71,40,2.68,US,1689532001
296,smithers,54.7804,-127.1743,16.18,72,75,1.54,CA,1689532141
297,kingston,17.997,-76.7936,33.47,71,20,10.29,JM,1689532141
298,codrington,-38.2667,141.9667,5.61,93,28,4.61,AU,1689532142
299,tofol,5.3248,163.0078,27.81,80,100,6.23,FM,1689532142
300,aroma,15.8167,36.1333,33.96,36,4,2.24,SD,1689532143
301,houmt el souk,33.8758,10.8575,35.97,41,0,5.14,TN,1689532143
302,vila velha,-20.3297,-40.2925,25.97,65,75,5.66,BR,1689532090
303,lompoc,34.6391,-120.4579,32.66,73,0,3.09,US,1689532145
304,tandil,-37.3217,-59.1332,7.6,48,4,7.06,AR,1689532145
305,nago,26.5881,127.9761,28.47,87,100,8.88,JP,1689532146
306,saint-pierre,-21.3393,55.4781,22.82,78,0,10.29,RE,1689532146
307,mandalgovi,45.7625,106.2708,21.7,41,38,4.15,MN,1689532147
308,merizo village,13.2658,144.6691,26.85,95,70,5.33,GU,1689532147
309,rupert,42.6191,-113.6772,31.97,29,0,4.12,US,1689532148
310,tak bai,6.2595,102.0546,26.99,81,100,2.54,TH,1689532148
311,juneau,58.3019,-134.4197,18.01,91,75,5.14,US,1689531953
312,nizhnyaya tavda,57.6731,66.1725,15.04,75,91,2.5,RU,1689532149
313,shetpe,44.1667,52.1167,24.08,40,72,5.56,KZ,1689532150
314,kuala tungkal,-0.8167,103.4667,24.95,91,67,3.53,ID,1689532150
315,vadso,70.0744,29.7487,19.49,82,0,6.69,NO,1689532151
316,arkhangel'sk,64.5401,40.5433,17.8,70,65,0.28,RU,1689532065
317,castillos,-34.1667,-53.8333,12.39,52,12,6.27,UY,1689532153
318,gamba,-2.65,10.0,21.42,89,10,3.42,GA,1689532154
319,howrah,22.5892,88.3103,28.0,94,40,2.57,IN,1689532019
320,fale old settlement,-9.3852,-171.2468,28.31,75,84,6.55,TK,1689532154
321,famagusta,35.125,33.95,33.78,78,0,2.77,CY,1689532155
322,ardestan,33.3761,52.3694,35.02,9,12,0.72,IR,1689532155
323,hohhot,40.8106,111.6522,16.16,63,0,2.0,CN,1689532156
324,roccella ionica,38.322,16.4009,28.58,62,0,1.64,IT,1689532156
325,bonthe,7.5264,-12.505,26.21,82,90,4.03,SL,1689532157
326,nacala,-14.5428,40.6728,22.15,76,10,5.03,MZ,1689531993
327,avenal,36.0041,-120.129,38.08,16,97,0.66,US,1689532158
328,timmins,48.4669,-81.3331,19.9,56,100,1.03,CA,1689532158
329,molde,62.7375,7.1591,17.91,82,40,3.6,NO,1689532159
330,cutral-co,-38.9469,-69.2089,6.62,10,8,0.89,AR,1689532159
331,barranca,-10.75,-77.7667,22.37,69,65,4.97,PE,1689532160
332,dunedin,-45.8742,170.5036,8.78,53,50,0.89,NZ,1689532160
333,palmer,42.1584,-72.3287,25.08,86,100,4.63,US,1689532160
334,kamyshin,50.0983,45.416,18.17,74,99,5.85,RU,1689532031
335,ust'-ilimsk,58.0006,102.6619,15.52,96,89,2.2,RU,1689532161
336,obo,5.3998,26.4869,24.7,67,17,1.81,CF,1689532162
337,zhuanghe,39.7008,122.9911,20.26,84,1,2.67,CN,1689532162
338,bom conselho,-9.1697,-36.6797,23.01,70,64,5.5,BR,1689532162
339,mo i rana,66.3128,14.1428,16.29,93,75,1.54,NO,1689532163
340,cape coast,5.1053,-1.2466,26.13,84,94,4.45,GH,1689532163
341,laojunmiao,39.8333,97.7333,23.78,23,0,3.53,CN,1689532164
342,kattivakkam,13.2167,80.3167,31.05,84,100,4.28,IN,1689532164
343,neufchateau,48.35,5.7,23.3,36,32,4.23,FR,1689532164
344,n'zeto,-7.2312,12.8666,21.09,89,1,3.6,AO,1689532165
345,utrik,11.2278,169.8474,27.68,79,98,6.89,MH,1689532165
346,san-pedro,4.7485,-6.6363,25.78,85,81,3.91,CI,1689532166
347,keningau,5.3378,116.1602,22.33,92,93,0.38,MY,1689532119
348,san antonio de pale,-1.4014,5.6325,23.03,81,8,5.25,GQ,1689532167
349,vila franca do campo,37.7167,-25.4333,22.23,64,46,1.61,PT,1689532167
350,guane,22.2025,-84.0875,35.2,46,18,2.97,CU,1689532168
